,iati id,project,description_narrative,sector code,sector name,publisher,provider/buyer,year,default_currency,disbursment
70,XI-IATI-EC_INTPA-2012/309-346,renforcement de l'accès durable aux services d'hygiène et d'assainissement de base des populations défavorisées de la zone urbaine et périurbaine de la commune Niamey II,renforcement de l'accès durable aux services d'hygiène et d'assainissement de base des populations défavorisées de la zone urbaine et périurbaine de la commune Niamey II -,14032,Basic sanitation,European Commission - International Partnerships,"European Commission - Directorate-General for International Partnerships (INTPA),European Development Fund,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,EC_INTPA",2017,EUR,-160587
71,XI-IATI-EC_INTPA-2013/335-496,Mise en oeuvre de la stratégie hygiène et assainissement de la ville de Zinder,Appui à la maitrise d'ouvrage de la commune de zinder et amélioration de l'accès à l'assainissement dans le noyau urbain de Zinder,14032,Basic sanitation,European Commission - International Partnerships,"European Commission - Directorate-General for International Partnerships (INTPA),European Development Fund,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,EC_INTPA",2017,EUR,565789
72,XI-IATI-EC_INTPA-2014/351-013,Fournitures - génie civil  PMAEPS III,Fournitures de 130 systèmes d'exhaure avec station photovoltaque + chateaux d'eau +réseaux de distribution,14030,Basic drinking water supply and basic sanitation,European Commission - International Partnerships,"European Commission - Directorate-General for International Partnerships (INTPA),European Development Fund,Recipient Government,Niger",2017,EUR,-545
73,XI-IATI-EC_INTPA-2014/351-187,DP3 PMAEPS III + clture,DP3 PMAEPS III + clture - Dernier DP de croisière (n3) + période de cloture,14031,Basic drinking water supply,European Commission - International Partnerships,"European Commission - Directorate-General for International Partnerships (INTPA),European Development Fund,Recipient Government,Niger",2017,EUR,-33920
74,XI-IATI-EC_INTPA-2015/358-319,DP 2 Projet OMD,DP 2 Projet OMD - devis programme n2 (dp de croisière) du volet hydraulique du projet IAOMD,14030,Basic drinking water supply and basic sanitation,European Commission - International Partnerships,"European Commission - Directorate-General for International Partnerships (INTPA),European Development Fund,Recipient Government,Niger",2017,EUR,-35920
75,XI-IATI-EC_INTPA-2016/382-267,DP3 IAOMD + clture,"DP final pour supervision de l'éxecution du marché de fourniture hydraulique\, volet hydraulique\, projet IAOMD",14030,Basic drinking water supply and basic sanitation,European Commission - International Partnerships,"European Commission - Directorate-General for International Partnerships (INTPA),European Development Fund,Recipient Government,Niger",2017,EUR,350518
76,FR-3-CZZ221801,"Renforcer la gouvernance des territoires\, l'accès aux services de l'eau\, de l'assainissement et la gestion de l'environnement dans 5 pays d'Afrique subsaharienne","Le projet interviendra dans 5 pays d'Afrique Subsaharienne. Il accompagnera les acteurs des territoires dans une vision partagée du développement dans les secteurs Eau\, Assainissement  et Environnement (E&A/E) et favorisera l'accès aux services E&A/E.",14010,Water sector policy and administrative management,AFD,"France,AFD,EAU VIVE",2018,EUR,803641
77,NL-KVK-27108436-A-04103-02:NE,Peace and security au Niger-OGB,"Main Objective is to contribute to the establishment of sustainable peace between communities living in  Niger and Mali border\nSpecific objectives are:\n1 Create conditions for a permanent inter-community dialogue\n2 Strengthen governance capacity of local and traditional authorities\n3 Improve access and management of shared natural resources and economic resources\n\nExpected results\nR11 Persistent perceptions are broken\, the spirit of mutual understanding is created and a dynamic collaboration / consultation established\nR12A permanent consultation mechanism between different community groups is operational\nR21 The capacity of local and traditional authorities care of the problems of all communities under their administration\, is improved\nR22 Community participation\, particularly youth\, in public life is improved and the representation of local and traditional authorities is reinforced\nR31 The mesh (geographicaldistribution) of basic social infrastructure has improved the internal mobility of pastoralists\nR32 Existing legal provisions are taken into account by all actors in the management of natural resources and social infrastructure\nR33 Opportunities for socio-economic integration are created and entered by youth at risk",14030,Basic drinking water supply and basic sanitation,Oxfam Novib,"Oxfam Novib,Oxfam GB au Sénégal West Africa Regional Office,Oxfam Great Britain is a member of Oxfam International\, a confederation of 17 independent national organizations working in more than 90 countries.\n\nOxfam works on six goals that support the shared vision of a just world without poverty: help people claim their right to a better life; champion equal rights for women; saving lives\, now and in the future; safeguard global food supplies; help people claim a fairer share of natural resources; and increase money for basic services.\nFor 70 years\, Oxfam has been running emergency responses\, development projects and campaigning at the grass roots level to tackle poverty.,European Union,Oxfam Novib",2018,EUR,268572
78,NL-KVK-27378529-DRR218NE03,"Expert in hydrology\, morphology\, sediment transport DRR-Team Niger","This project concerns the deployment of DRR-Team\, following the formal request by the Ministère de l'Agriculture et de l'Elevage of Niger. The request is related to the alarming low water flow in the Middle part of the Niger River. The low flow results in critical conditions for drinking water availability for the population and pressure on the crop yields due to lack of irrigation water. DRR-Team is asked to assist the Ministère de l'Agriculture et de l'Elevage of Niger  and the Niger Basin Authority with technical expertise and advice for water distribution management.",14010,Water sector policy and administrative management,Netherlands Enterprise Agency,"Netherlands Enterprise Agency,Havinga River Dynamics,Netherlands Enterprise Agency",2018,EUR,3100
79,NL-KVK-27378529-DRR218NE04,Expert groundwater DRR-Team Niger,"This project concerns the deployment of DRR-Team\, following the formal request by the Ministère de l'Agriculture et de l'Elevage of Niger. The request is related to the alarming low water flow in the Middle part of the Niger River. The low flow results in critical conditions for drinking water availability for the population and pressure on the crop yields due to lack of irrigation water. DRR-Team is asked to assist the Ministère de l'Agriculture et de l'Elevage of Niger and the Niger Basin Authority with technical expertise and advice for water distribution management.",14010,Water sector policy and administrative management,Netherlands Enterprise Agency,"Netherlands Enterprise Agency,Bries Energietechniek B.V.,Netherlands Enterprise Agency",2018,EUR,15474
80,NL-KVK-27378529-DRR218NE05,"DRR-Team Main Scoping Mission Niger\, November 2018","This project concerns the deployment of DRR-Team\, following the formal request by the Ministère de l'Agriculture et de l'Elevage of Niger. The request is related to the alarming low water flow in the Middle part of the Niger River. The low flow results in critical conditions for drinking water availability for the population and pressure on the crop yields due to lack of irrigation water. DRR-Team is asked to assist the Ministère de l'Agriculture et de l'Elevage of Niger and the Niger Basin Authority with technical expertise and advice for water distribution management.",14010,Water sector policy and administrative management,Netherlands Enterprise Agency,"Acacia Water B.V.,Netherlands Enterprise Agency,Netherlands Enterprise Agency",2018,EUR,17087
81,NL-KVK-83517626-ORI10NE21I,Extension of the existing water supply system in Niamey (Implementation Phase),"The drinking water of Niamey is currently supplied by four water treatment works (Goudel I\, II\, III and Yantala) with a maximum capacity of 110\,000 m3/day. The system is at the moment able to produce and distribute enough drinking water to the population of Niamey (1.1 million inhabitants and an average total water demand above 85\,000 m3/day in 2012). However\, the maximal production capacity has already been reached in peak periods\, and with an annual population growth of over 4%\, the existing drinking water production capacity would lead to severe water shortages in the near future. With the EWSN project\, the competent authority SPEN wants to increase the existing capacity in order to meet the demand until approximately 2020.The project is defined as the extension of the existing water supply system in Niamey through the rehabilitation of an existing raw water intake\, the development\, construction\, equipping\, subsequent commissioning and operation of a new drinking water treatment plant with a capacity of 40\,000 m3/day (Goudel IV)\, and the extension and improvement of the current transmission and distribution network. This project will ultimately benefit approximately 381\,000 additional inhabitants within a 10-year period\, thus ensuring proper drinking water supply for the whole population of Niamey.",14021,Water supply - large systems,Invest International,"Invest International,Societe De Patrimoine des Eaux Du Niger,SGI Ingénierie SA,Cabinet EDE International,DENYS,Invest International",2018,EUR,4528014
82,NL-KVK-83517626-ORI10NE22I,Satellite Based Water Monitoring and Flow Forecasting (Implementation Phase),The project consists of the following elements:- Implementation of the satellite based Energy and Water Balance Monitoring System (EWBMS) which on a daily basis will provide climatic data fields of temperature  radiation evapotranspiration and precipitation- Implementation of the Large Scale Hydrological Model (LSHM) which uses the data from the EWBMS to generate river flow rates and forecasts- Implementation of the Drought Monitoring System (DMS) which will provide meteorological hydrological agricultural and climatological drought information for the entire basin- Testing calibration validation and optimisation of the systems provided- Creation and training of an operational satellite monitoring unit at NBA responsible for operating these systems and diffusing the data and related information products among users in the member countries-Training of users.,14015,Water resources conservation (including data collection),Invest International,"Invest International,Invest International,EARS B.V.,eLEAF B.V.,Niger Basin Authority,Ministère de l'Eau et de l'Environnement",2018,EUR,531132
83,XI-IATI-EC_INTPA-2013/335-496,Mise en oeuvre de la stratégie hygiène et assainissement de la ville de Zinder,Appui à la maitrise d'ouvrage de la commune de zinder et amélioration de l'accès à l'assainissement dans le noyau urbain de Zinder,14032,Basic sanitation,European Commission - International Partnerships,"European Commission - Directorate-General for International Partnerships (INTPA),European Development Fund,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,EC_INTPA",2018,EUR,354355
84,XI-IATI-EC_INTPA-2016/382-267,DP3 IAOMD + clture,"DP final pour supervision de l'éxecution du marché de fourniture hydraulique\, volet hydraulique\, projet IAOMD",14030,Basic drinking water supply and basic sanitation,European Commission - International Partnerships,"European Commission - Directorate-General for International Partnerships (INTPA),European Development Fund,Recipient Government,Niger",2018,EUR,263000
85,XM-DAC-6-4-011333-01-1,Pilot action for job creation and waste enhancement in the City of Niamey,"The overall objective of the project is to improve the living conditions of the local population by promoting education to respect the environment by reducing the impact of Niamey's plastics waste\, bringing the current quantity into a sample neighborhood\, from 18% without intervention at 28%\, on an annual basis\, with intervention\, on an annual basis.,L’obiettivo generale del progetto è quello di migliorare le condizioni di vita della popolazione locale promuovendo l’educazione al rispetto dell’ambiente riducendo l’impatto dei rifiuti plastici di Niamey\, portando il quantitativo attuale raccolto in un quartiere esempio\, dal 18% senza intervento al 28%\, su base annua\, con intervento.",14050,Waste management/disposal,AICS - Italian Agency for Cooperation and Development,"AICS - Italian Agency for Cooperation and Development,AICS - Italian Agency for Cooperation and Development,COMUNE DI CARMAGNOLA",2018,EUR,195071
86,NL-KVK-27378529-DRR218NE04,Expert groundwater DRR-Team Niger,"This project concerns the deployment of DRR-Team\, following the formal request by the Ministère de l'Agriculture et de l'Elevage of Niger. The request is related to the alarming low water flow in the Middle part of the Niger River. The low flow results in critical conditions for drinking water availability for the population and pressure on the crop yields due to lack of irrigation water. DRR-Team is asked to assist the Ministère de l'Agriculture et de l'Elevage of Niger and the Niger Basin Authority with technical expertise and advice for water distribution management.",14010,Water sector policy and administrative management,Netherlands Enterprise Agency,"Netherlands Enterprise Agency,Bries Energietechniek B.V.,Netherlands Enterprise Agency",2019,EUR,13810
87,NL-KVK-27378529-DRR218NE05,"DRR-Team Main Scoping Mission Niger\, November 2018","This project concerns the deployment of DRR-Team\, following the formal request by the Ministère de l'Agriculture et de l'Elevage of Niger. The request is related to the alarming low water flow in the Middle part of the Niger River. The low flow results in critical conditions for drinking water availability for the population and pressure on the crop yields due to lack of irrigation water. DRR-Team is asked to assist the Ministère de l'Agriculture et de l'Elevage of Niger and the Niger Basin Authority with technical expertise and advice for water distribution management.",14010,Water sector policy and administrative management,Netherlands Enterprise Agency,"Acacia Water B.V.,Netherlands Enterprise Agency,Netherlands Enterprise Agency",2019,EUR,17047
88,NL-KVK-27378529-DSS219NE01,WASH Officer Niger UNHCR I,"Provision of professional technical support and guidance on activities within the areas of Water\, Sanitation & Hygiene (WASH) in the transit center\, establishing an appropriate consultative and monitoring framework in close collaboration with internal and external actors.",14030,Basic drinking water supply and basic sanitation,Netherlands Enterprise Agency,"Netherlands Enterprise Agency,Netherlands Enterprise Agency",2019,EUR,77774
89,NL-KVK-27378529-DSS219NE02,WASH Officer Niger UNHCR II,"Support the operation in North-Western Niger to provide WASH services to persons of concern to UNHCR and ensuring that water\, sanitation and hygiene needs of the host community are addressed.",14030,Basic drinking water supply and basic sanitation,Netherlands Enterprise Agency,"Netherlands Enterprise Agency,Netherlands Enterprise Agency",2019,EUR,45896
90,NL-KVK-27378529-DSS219NI01,WASH Field Technical Delegate Nigeria IFRC,Supporting response to the 2018 Nigeria floods.,14020,Water supply and sanitation - large systems,Netherlands Enterprise Agency,"Netherlands Enterprise Agency,Netherlands Enterprise Agency",2019,EUR,87613
91,NL-KVK-83517626-DRP19NE01A,Third Niamey drinking water plant - Studies,This project concerns the construction of the third Niamey drinking water plant and associated infrastructure - economic and financial analysis of the project.,14021,Water supply - large systems,Invest International,"CABINET MERLIN – Département International,Invest International,Invest International,Rijksdienst voor Ondernemend Nederland",2019,EUR,30032
92,NL-KVK-83517626-ORI10NE21I,Extension of the existing water supply system in Niamey (Implementation Phase),"The drinking water of Niamey is currently supplied by four water treatment works (Goudel I\, II\, III and Yantala) with a maximum capacity of 110\,000 m3/day. The system is at the moment able to produce and distribute enough drinking water to the population of Niamey (1.1 million inhabitants and an average total water demand above 85\,000 m3/day in 2012). However\, the maximal production capacity has already been reached in peak periods\, and with an annual population growth of over 4%\, the existing drinking water production capacity would lead to severe water shortages in the near future. With the EWSN project\, the competent authority SPEN wants to increase the existing capacity in order to meet the demand until approximately 2020.The project is defined as the extension of the existing water supply system in Niamey through the rehabilitation of an existing raw water intake\, the development\, construction\, equipping\, subsequent commissioning and operation of a new drinking water treatment plant with a capacity of 40\,000 m3/day (Goudel IV)\, and the extension and improvement of the current transmission and distribution network. This project will ultimately benefit approximately 381\,000 additional inhabitants within a 10-year period\, thus ensuring proper drinking water supply for the whole population of Niamey.",14021,Water supply - large systems,Invest International,"Invest International,Societe De Patrimoine des Eaux Du Niger,SGI Ingénierie SA,Cabinet EDE International,DENYS,Invest International",2019,EUR,9932966
93,NL-KVK-83517626-ORI10NE22I,Satellite Based Water Monitoring and Flow Forecasting (Implementation Phase),The project consists of the following elements:- Implementation of the satellite based Energy and Water Balance Monitoring System (EWBMS) which on a daily basis will provide climatic data fields of temperature  radiation evapotranspiration and precipitation- Implementation of the Large Scale Hydrological Model (LSHM) which uses the data from the EWBMS to generate river flow rates and forecasts- Implementation of the Drought Monitoring System (DMS) which will provide meteorological hydrological agricultural and climatological drought information for the entire basin- Testing calibration validation and optimisation of the systems provided- Creation and training of an operational satellite monitoring unit at NBA responsible for operating these systems and diffusing the data and related information products among users in the member countries-Training of users.,14015,Water resources conservation (including data collection),Invest International,"Invest International,Invest International,EARS B.V.,eLEAF B.V.,Niger Basin Authority,Ministère de l'Eau et de l'Environnement",2019,EUR,53363
94,XI-IATI-EC_INTPA-2013/335-496,Mise en oeuvre de la stratégie hygiène et assainissement de la ville de Zinder,Appui à la maitrise d'ouvrage de la commune de zinder et amélioration de l'accès à l'assainissement dans le noyau urbain de Zinder,14032,Basic sanitation,European Commission - International Partnerships,"European Commission - Directorate-General for International Partnerships (INTPA),European Development Fund,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,EC_INTPA",2019,EUR,622415
95,XI-IATI-EC_INTPA-2016/382-267,DP3 IAOMD + clture,"DP final pour supervision de l'éxecution du marché de fourniture hydraulique\, volet hydraulique\, projet IAOMD",14030,Basic drinking water supply and basic sanitation,European Commission - International Partnerships,"European Commission - Directorate-General for International Partnerships (INTPA),European Development Fund,Recipient Government,Niger",2019,EUR,-9615
96,XI-IATI-EC_INTPA-2019/410-452,L'eau pour la croissance et la réduction de la pauvreté dans le sous bassin de la Mékrou au NIGER (Phase 2),"LAction intitulée  L'eau pour la croissance et la réduction de la pauvreté dans le sous bassin de la Mékrou au Niger - Projet Mékrou Phase 2  NIGER -  a pour objectif général de soutenir une croissance économique verte et la réduction de la pauvreté dans les portions du territoire nigérien se trouvant dans le bassin de la rivière Mékrou et sa zone dinfluence\, à travers la gestion intégrée et concertée de leau dans des zones en développement.",14040,River basins development,European Commission - International Partnerships,"European Commission - Directorate-General for International Partnerships (INTPA),European Commission - Directorate-General for International Partnerships (INTPA),Developing country-based NGO,EC_INTPA",2019,EUR,316070
97,XM-DAC-6-4-012063-02-6,Project for the installation of a water retention for the regulation of the Sirba river,"The project involves the construction of an earth-filled dam\, due to store approx. 7.5 million m3 of water and the development of 70 hectares of arable land near the village of Toure\, in the municipality of Gotheye (Tillabery\, southwestern Niger).,Il progetto prevede la costruzione di una ritenuta d'acqua in terra per potere stoccare ca. 7\,5 milioni di m3 d'acqua e la sistemazione di 70 ettari di terreni nei pressi del villaggio di Toure\, nel comune di Gotheye\, nella regione sud-occidentale nigerina di Tillabery.",14040,River basins development,AICS - Italian Agency for Cooperation and Development,"AICS - Italian Agency for Cooperation and Development,AICS - Italian Agency for Cooperation and Development,AICS - Italian Agency for Cooperation and Development",2019,EUR,150000
98,XM-DAC-7-PPR-4000002641,Access to Water Sanitation&Hygiene Niger,"Despite its important sources Niger suffers greatly from chronic shortages of water\, due to factors such as inequal spreading of pre cipitation. Access to drinking water in rural areas ranges from 35 to 63\,5%; access to sanitation in rural areas is as low as 1\,7%. The Government of Niger (GoN) is compelled to find solutions to provide access to WASH\, also in view of the rapidly growing population. To address this challenge the GoN in 2017 has adopted a sectoriel WASH program (PROSEHA) in the framework of Agenda 2030 with two objectives: secure acccess to WASH for all and to contribute to a national stratgy for rural watersupply. Untill 2030 EUR 5\,1 billion is needed to arrive at the set targets. For the first phase (untill 2020) Niger wants to support 25% of the households in rural areas and 80% of the households in urban areas with “optimal” drinking water and  17\,2% of the household in rural areas and 23\,87% of the households in urban areas with accesss to “optimal” sanitation.  Luxembourg and Denmark have decided on a delegated cooperation to execute the Luxembourg program for support to WASH (PASEHA 3). It is executed by Luxemburg Development Cooperation. Support will be channeled through a common financing mechanism (MCF) that was put in place by the GoN to align development efforts in the fie ld of WASH and to secure extra funds for PROSEHA. Luxembourg and Denmark have provided EUR 47 million in total. The Dutch contribution will support relevant activities in the border areas with Burkina Faso\, namely Tahoua and Tillabéry. Technica assistance will be part of the program.",14030,Basic drinking water supply and basic sanitation,Ministry of Foreign Affairs of the Netherlands,"Ministry of Foreign Affairs of the Netherlands,Ministry of Foreign Affairs of the Netherlands,Ministry of Foreign Affairs of the Netherlands,Luxembourg Development Cooperation",2019,EUR,17400000
99,FR-3-CZZ253802,Suivi des cibles eau et assainissement dans le cadre de l'Alliance Sahel,Appuyer l'OMS dans le suivi des indicateurs liés au SDG6 dans le cadre de l'Alliance Sahel,14010,Water sector policy and administrative management,AFD,"France,AFD,ORGANISATION MONDIALE DE LA SANTE",2020,EUR,350000
100,NL-KVK-27378529-DSS219NE02,WASH Officer Niger UNHCR II,"Support the operation in North-Western Niger to provide WASH services to persons of concern to UNHCR and ensuring that water\, sanitation and hygiene needs of the host community are addressed.",14030,Basic drinking water supply and basic sanitation,Netherlands Enterprise Agency,"Netherlands Enterprise Agency,Netherlands Enterprise Agency",2020,EUR,61611
101,NL-KVK-27378529-PSS20NR01,Development of a roadmap for an inclusive and sustainable water governance structure for the river Niger in Niger,"The purpose of this project is to contribute an expert planning perspective to the development of a roadmap that will lead to an inclusive and sustainable water governance structure for the river Niger in Niger (country). Good governance of the area of the river is essential for the livelihood of millions of people\, the economy of the country and to prevent conflicts. Especially in the context of rapid climate change and extreme weather (and floods) occurring more often. This project will facilitate the planning process for the development of this roadmap in the beginning of 2021.",14020,Water supply and sanitation - large systems,Netherlands Enterprise Agency,"Netherlands Enterprise Agency,Van Beek Water Delft,Netherlands Enterprise Agency",2020,EUR,31200
102,NL-KVK-27378529-PSS20NR01,Development of a roadmap for an inclusive and sustainable water governance structure for the river Niger in Niger,"The purpose of this project is to contribute an expert planning perspective to the development of a roadmap that will lead to an inclusive and sustainable water governance structure for the river Niger in Niger (country). Good governance of the area of the river is essential for the livelihood of millions of people\, the economy of the country and to prevent conflicts. Especially in the context of rapid climate change and extreme weather (and floods) occurring more often. This project will facilitate the planning process for the development of this roadmap in the beginning of 2021.",14040,River basins development,Netherlands Enterprise Agency,"Netherlands Enterprise Agency,Van Beek Water Delft,Netherlands Enterprise Agency",2020,EUR,31200
103,NL-KVK-83517626-DRP19NE01A,Third Niamey drinking water plant - Studies,This project concerns the construction of the third Niamey drinking water plant and associated infrastructure - economic and financial analysis of the project.,14021,Water supply - large systems,Invest International,"CABINET MERLIN – Département International,Invest International,Invest International,Rijksdienst voor Ondernemend Nederland",2020,EUR,30032
104,NL-KVK-83517626-ORI10NE21I,Extension of the existing water supply system in Niamey (Implementation Phase),"The drinking water of Niamey is currently supplied by four water treatment works (Goudel I\, II\, III and Yantala) with a maximum capacity of 110\,000 m3/day. The system is at the moment able to produce and distribute enough drinking water to the population of Niamey (1.1 million inhabitants and an average total water demand above 85\,000 m3/day in 2012). However\, the maximal production capacity has already been reached in peak periods\, and with an annual population growth of over 4%\, the existing drinking water production capacity would lead to severe water shortages in the near future. With the EWSN project\, the competent authority SPEN wants to increase the existing capacity in order to meet the demand until approximately 2020.The project is defined as the extension of the existing water supply system in Niamey through the rehabilitation of an existing raw water intake\, the development\, construction\, equipping\, subsequent commissioning and operation of a new drinking water treatment plant with a capacity of 40\,000 m3/day (Goudel IV)\, and the extension and improvement of the current transmission and distribution network. This project will ultimately benefit approximately 381\,000 additional inhabitants within a 10-year period\, thus ensuring proper drinking water supply for the whole population of Niamey.",14021,Water supply - large systems,Invest International,"Invest International,Societe De Patrimoine des Eaux Du Niger,SGI Ingénierie SA,Cabinet EDE International,DENYS,Invest International",2020,EUR,3876061
105,NL-KVK-83517626-ORI10NE22I,Satellite Based Water Monitoring and Flow Forecasting (Implementation Phase),The project consists of the following elements:- Implementation of the satellite based Energy and Water Balance Monitoring System (EWBMS) which on a daily basis will provide climatic data fields of temperature  radiation evapotranspiration and precipitation- Implementation of the Large Scale Hydrological Model (LSHM) which uses the data from the EWBMS to generate river flow rates and forecasts- Implementation of the Drought Monitoring System (DMS) which will provide meteorological hydrological agricultural and climatological drought information for the entire basin- Testing calibration validation and optimisation of the systems provided- Creation and training of an operational satellite monitoring unit at NBA responsible for operating these systems and diffusing the data and related information products among users in the member countries-Training of users.,14015,Water resources conservation (including data collection),Invest International,"Invest International,Invest International,EARS B.V.,eLEAF B.V.,Niger Basin Authority,Ministère de l'Eau et de l'Environnement",2020,EUR,115364
106,XM-DAC-7-PPR-4000002641,Access to Water Sanitation&Hygiene Niger,"Despite its important sources Niger suffers greatly from chronic shortages of water\, due to factors such as inequal spreading of pre cipitation. Access to drinking water in rural areas ranges from 35 to 63\,5%; access to sanitation in rural areas is as low as 1\,7%. The Government of Niger (GoN) is compelled to find solutions to provide access to WASH\, also in view of the rapidly growing population. To address this challenge the GoN in 2017 has adopted a sectoriel WASH program (PROSEHA) in the framework of Agenda 2030 with two objectives: secure acccess to WASH for all and to contribute to a national stratgy for rural watersupply. Untill 2030 EUR 5\,1 billion is needed to arrive at the set targets. For the first phase (untill 2020) Niger wants to support 25% of the households in rural areas and 80% of the households in urban areas with “optimal” drinking water and  17\,2% of the household in rural areas and 23\,87% of the households in urban areas with accesss to “optimal” sanitation.  Luxembourg and Denmark have decided on a delegated cooperation to execute the Luxembourg program for support to WASH (PASEHA 3). It is executed by Luxemburg Development Cooperation. Support will be channeled through a common financing mechanism (MCF) that was put in place by the GoN to align development efforts in the fie ld of WASH and to secure extra funds for PROSEHA. Luxembourg and Denmark have provided EUR 47 million in total. The Dutch contribution will support relevant activities in the border areas with Burkina Faso\, namely Tahoua and Tillabéry. Technica assistance will be part of the program.",14030,Basic drinking water supply and basic sanitation,Ministry of Foreign Affairs of the Netherlands,"Ministry of Foreign Affairs of the Netherlands,Ministry of Foreign Affairs of the Netherlands,Ministry of Foreign Affairs of the Netherlands,Luxembourg Development Cooperation",2020,EUR,4400000
107,XM-DAC-7-PPR-4000003930,NIA Promotion l'agriculture productive,"Le programme «Promotion de l'agriculture productive» fait partie du programme de coopération économique de «Développement rural et a griculture productive» au sein du secteur «Agriculture productive et sécurité alimentaire» de la coopérative allemande avec le Niger. Ce programme a démarré en 2011. La demande concerne une coopération déléguée avec la GIZ\, avec une demande d'un montant de 4 millions (2 MEURO mars 2020\, encore 2 MEURO pour 2021). L'objectif du programme est de faire en sorte que le secteur agricole au Niger contribue davantage à la croissance économique nationale et à la sécurité alimentaire par l'irrigation à petite échelle. L'accès à une irrigation stable encourage la diversification des produits agricoles et prolonge la période de production. Cela entraîne à son tour une plus grande autonomie et une augmentation des revenus.",14015,Water resources conservation (including data collection),Ministry of Foreign Affairs of the Netherlands,"Ministry of Foreign Affairs of the Netherlands,Ministry of Foreign Affairs of the Netherlands,Ministry of Foreign Affairs of the Netherlands,GTZ",2020,EUR,6000000
108,FR-3-CNE127701,projet d'appui aux Acteurs Locaux de la région de Maradi pour l'Eau et de l'Assainissement,projet d'appui aux Acteurs Locaux de la région de Maradi pour l'Eau et de l'Assainissement,14031,Basic drinking water supply,AFD,"France,AFD,SEVES",2021,EUR,360000
109,FR-3-CZZ221801,"Renforcer la gouvernance des territoires\, l'accès aux services de l'eau\, de l'assainissement et la gestion de l'environnement dans 5 pays d'Afrique subsaharienne","Le projet interviendra dans 5 pays d'Afrique Subsaharienne. Il accompagnera les acteurs des territoires dans une vision partagée du développement dans les secteurs Eau\, Assainissement  et Environnement (E&A/E) et favorisera l'accès aux services E&A/E.",14010,Water sector policy and administrative management,AFD,"France,AFD,EAU VIVE",2021,EUR,1661652
110,FR-3-CZZ253802,Suivi des cibles eau et assainissement dans le cadre de l'Alliance Sahel,Appuyer l'OMS dans le suivi des indicateurs liés au SDG6 dans le cadre de l'Alliance Sahel,14010,Water sector policy and administrative management,AFD,"France,AFD,ORGANISATION MONDIALE DE LA SANTE",2021,EUR,700000
111,NL-KVK-27378529-DSS221NE01,WASH Emergency Specialist UNICEF Niger,"Assignment at the request of UNICEF Niger. Under the supervision of Chief WASH\, and in close collaboration with the WASH team Office\, the Emergency WASH Specialist will have responsibility to support the implementation and monitoring of UNICEF emergency WASH response in Niger. The Emergency WASH Specialist will support the planning\, development\, implementation and monitoring of the emergency WASH program. Based on UNICEF’s Strategic Plan\, its Core Commitments for Children (CCCs) in emergencies and the Minimum Standards for WASH in Humanitarian Action\, the Emergency WASH Specialist will carry out functions relating to strategic advice and program management\, partnership\, and internal and external coordination.",14030,Basic drinking water supply and basic sanitation,Netherlands Enterprise Agency,"Netherlands Enterprise Agency,UNICEF,Netherlands Enterprise Agency",2021,EUR,80854
112,NL-KVK-27378529-PSS20NR01,Development of a roadmap for an inclusive and sustainable water governance structure for the river Niger in Niger,"The purpose of this project is to contribute an expert planning perspective to the development of a roadmap that will lead to an inclusive and sustainable water governance structure for the river Niger in Niger (country). Good governance of the area of the river is essential for the livelihood of millions of people\, the economy of the country and to prevent conflicts. Especially in the context of rapid climate change and extreme weather (and floods) occurring more often. This project will facilitate the planning process for the development of this roadmap in the beginning of 2021.",14020,Water supply and sanitation - large systems,Netherlands Enterprise Agency,"Netherlands Enterprise Agency,Van Beek Water Delft,Netherlands Enterprise Agency",2021,EUR,10400
113,NL-KVK-27378529-PSS20NR01,Development of a roadmap for an inclusive and sustainable water governance structure for the river Niger in Niger,"The purpose of this project is to contribute an expert planning perspective to the development of a roadmap that will lead to an inclusive and sustainable water governance structure for the river Niger in Niger (country). Good governance of the area of the river is essential for the livelihood of millions of people\, the economy of the country and to prevent conflicts. Especially in the context of rapid climate change and extreme weather (and floods) occurring more often. This project will facilitate the planning process for the development of this roadmap in the beginning of 2021.",14040,River basins development,Netherlands Enterprise Agency,"Netherlands Enterprise Agency,Van Beek Water Delft,Netherlands Enterprise Agency",2021,EUR,10400
